大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"University at Buffalo, SUNY",PhD,Materials Design and Innovation PhD,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,https://engineering.buffalo.edu/materials-design-innovation/education/graduate.html,2,all_valid_different,"All valid responses are different, randomly selected","School of Engineering and Applied Sciences, https://engineering.buffalo.edu
",True,"The browsed page clearly states: ""School of Engineering and Applied Sciences || College of Arts and Sciences"" and the URL is within the engineering.buffalo.edu domain. The department is ""Department of Materials Design and Innovation"".

Given the program is PhD Materials Design and Innovation, and the page is on `engineering.buffalo.edu` and states ""School of Engineering and Applied Sciences || College of Arts and Sciences"", the primary school is likely the School of Engineering and Applied Sciences. I will use the main engineering homepage.

The homepage for the ""School of Engineering and Applied Sciences"" would be `https://engineering.buffalo.edu`.",False,"School of Engineering and Applied Sciences, https://engineering.buffalo.edu",True
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,Center for Bioinformatics and Computational Biology,https://bioinformatics.udel.edu/,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,3,all_valid_different,"All valid responses are different, randomly selected","Center for Bioinformatics & Computational Biology, https://bioinformatics.udel.edu",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu/",True,"Center for Bioinformatics & Computational Biology, https://bioinformatics.udel.edu/",True
University of Delaware,MS ,Master of Science in Bioinformatics Data Science ,农业与自然资源学院,College of Engineering,https://www.engr.udel.edu,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/bicb-ms/,3,all_valid_different,"All valid responses are different, randomly selected","College of Engineering, https://www.engr.udel.edu",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu/",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu",True
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,Center for Bioinformatics and Computational Biology,https://bioinformatics.udel.edu,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,3,majority_valid_same,2 valid responses are identical,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu/",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu",True,"Center for Bioinformatics and Computational Biology, https://bioinformatics.udel.edu",True
University of Delaware,PhD,Bioinformatics Data Science,农业与自然资源学院,Graduate College,https://grad.udel.edu,https://bioinformatics.udel.edu/education/prospective-students/,https://bioinformatics.udel.edu/education/degrees/binf-phd/,1,single_valid_response,Only one valid response,,False,Not found,False,"Graduate College, https://grad.udel.edu",True
Clemson University,PhD,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,School of Computing,https://computing.clemson.edu/,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,3,majority_valid_same,2 valid responses are identical,"School of Computing, https://computing.clemson.edu",True,"School of Computing, https://computing.clemson.edu/",True,"School of Computing, https://computing.clemson.edu/",True
Clemson University,MS,Biomedical Data Science and Informatics,工程，计算机和应用科学学院,School of Computing,https://computing.clemson.edu/,https://www.clemson.edu/degrees/biomedical-data-science-informatics/grad,https://computing.clemson.edu/bdsi/,3,majority_valid_same,2 valid responses are identical,"School of Computing, https://computing.clemson.edu",True,"School of Computing, https://computing.clemson.edu/",True,"School of Computing, https://computing.clemson.edu/",True
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,Graduate School,https://www.marquette.edu/grad/,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,3,all_valid_same,All 3 valid responses are identical,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True
Marquette University,MS,Criminal Justice Data Analytics ,文理学院,Graduate School,https://www.marquette.edu/grad/,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,https://www.marquette.edu/grad/programs-criminal-justice-data-analytics.php,3,all_valid_same,All 3 valid responses are identical,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True,"Graduate School, https://www.marquette.edu/grad/",True
Temple University,PSM,Bioinformatics and Biological Data Science PSM,科学技术学院,College of Science and Technology,https://cst.temple.edu,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm/how-to-apply,https://www.temple.edu/academics/degree-programs/bioinformatics-psm-st-binf-psm,2,all_valid_same,All 2 valid responses are identical,"College of Science and Technology, https://cst.temple.edu",True,The,False,"College of Science and Technology, https://cst.temple.edu",True
University of Oregon,MS,Education Policy and Leadership,教育学院,College of Education,https://education.uoregon.edu,https://education.uoregon.edu/epol/apply,https://education.uoregon.edu/epol/graduate/ms,3,all_valid_same,All 3 valid responses are identical,"College of Education, https://education.uoregon.edu",True,"College of Education, https://education.uoregon.edu",True,"College of Education, https://education.uoregon.edu",True
Illinois Institute of Technology,M.S.,Master of Science in Biomedical Modeling and Data Science,工程学院,Armour College of Engineering,https://www.iit.edu/academics/colleges/armour-college-engineering,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/master-science-biomedical-modeling-and-data-science,1,single_valid_response,Only one valid response,"Armour College of Engineering, https://www.iit.edu/academics/colleges/armour-college-engineering",True,,False,Not found,False
