大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系英文名称,所属院系网址,response_1,response_2,response_3,response_1_valid,response_2_valid,response_3_valid,valid_response_count,selected_response,consistency_type,consistency_detail
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",True,True,True,3,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",True,True,True,3,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University ,MS,Analytics — Silicon Valley,东北大学（硅谷校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",True,True,True,3,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",True,True,True,3,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu
","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",True,True,True,3,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",True,True,True,3,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,Analytics  ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","Northeastern University College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,College of Engineering,https://coe.northeastern.edu,"College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu",True,True,True,3,"College of Engineering, https://coe.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,College of Engineering,https://coe.northeastern.edu,"Northeastern University College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu",True,True,True,3,"College of Engineering, https://coe.northeastern.edu",majority_valid_same,2 valid responses are identical
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,Northeastern University College of Engineering,https://coe.northeastern.edu,"Northeastern University College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu/","College of Engineering, https://coe.northeastern.edu",True,True,True,3,"Northeastern University College of Engineering, https://coe.northeastern.edu",all_valid_different,"All valid responses are different, randomly selected"
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,College of Engineering,https://coe.northeastern.edu,"College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu",True,True,True,3,"College of Engineering, https://coe.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University ,MS,Analytics ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,College of Engineering,https://coe.northeastern.edu,"College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu",True,True,True,3,"College of Engineering, https://coe.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,College of Engineering,https://coe.northeastern.edu,"College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu","The Admissions URL clearly states ""Northeastern University College of Engineering"" and the URL is `https://coe.northeastern.edu`. The Program URL also explicitly mentions ""College Name College of Engineering"" and that ""The College of Engineering is offering a 25% tuition scholarship for the duration of the program to all students admitted to COE's MS programs in the regional campuses"". This confirms the school is the College of Engineering. The homepage for the College of Engineering is `https://coe.northeastern.edu`.

College of Engineering, https://coe.northeastern.edu",True,True,False,2,"College of Engineering, https://coe.northeastern.edu",all_valid_same,All 2 valid responses are identical
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","Northeastern University College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu/",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",all_valid_different,"All valid responses are different, randomly selected"
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,College of Engineering,https://coe.northeastern.edu,"The browsed pages indicate that the ""Data Analytics Engineering"" program is part of ""Global Pathways"" which helps international students. The program page mentions ""To enter this Global Pathways program, you must meet the College of Engineering's admissions scores."" This strongly suggests the program is housed within the College of Engineering. The Admissions URL also mentions ""Northeastern University College of Professional Studies"" in the mailing address for transcripts, but the program specifically states ""College of Engineering's admissions scores"".

Now I need to find the official homepage URL for the College of Engineering. I will use the search tool for this.
","College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu",False,True,True,2,"College of Engineering, https://coe.northeastern.edu",all_valid_same,All 2 valid responses are identical
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,College of Engineering,https://coe.northeastern.edu,"College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu","College of Engineering, https://coe.northeastern.edu",True,True,True,3,"College of Engineering, https://coe.northeastern.edu",all_valid_same,All 3 valid responses are identical
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,College of Professional Studies,https://cps.northeastern.edu,"College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu/","College of Professional Studies, https://cps.northeastern.edu",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu",majority_valid_same,2 valid responses are identical
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,College of Professional Studies,https://cps.northeastern.edu/,"College of Professional Studies, https://cps.northeastern.edu","College of Professional Studies, https://cps.northeastern.edu/","College of Professional Studies, https://cps.northeastern.edu/",True,True,True,3,"College of Professional Studies, https://cps.northeastern.edu/",majority_valid_same,2 valid responses are identical
Florida State University,PHD,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,College of Arts and Sciences,https://artsandsciences.fsu.edu,"College of Arts and Sciences, https://artsandsciences.fsu.edu","College of Arts and Sciences, https://artsandsciences.fsu.edu/","College of Arts and Sciences, https://www.artsandsciences.fsu.edu",True,True,True,3,"College of Arts and Sciences, https://artsandsciences.fsu.edu",all_valid_different,"All valid responses are different, randomly selected"
Florida State University,MS,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,College of Arts and Sciences,https://artsandsciences.fsu.edu,"College of Arts and Sciences, https://www.artsandsciences.fsu.edu","College of Arts and Sciences, https://artsandsciences.fsu.edu/","College of Arts and Sciences, https://artsandsciences.fsu.edu",True,True,True,3,"College of Arts and Sciences, https://artsandsciences.fsu.edu",all_valid_different,"All valid responses are different, randomly selected"
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,College of Arts and Sciences,https://artsandsciences.fsu.edu,"College of Arts and Sciences, https://artsandsciences.fsu.edu","College of Arts and Sciences, https://artsandsciences.fsu.edu","College of Arts and Sciences, https://artsandsciences.fsu.edu",True,True,True,3,"College of Arts and Sciences, https://artsandsciences.fsu.edu",all_valid_same,All 3 valid responses are identical
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,College of Arts and Sciences,https://artsandsciences.fsu.edu,"College of Arts and Sciences, https://www.artsandsciences.fsu.edu
","College of Arts and Sciences, https://artsandsciences.fsu.edu","College of Arts and Sciences, https://artsandsciences.fsu.edu",True,True,True,3,"College of Arts and Sciences, https://artsandsciences.fsu.edu",majority_valid_same,2 valid responses are identical
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,College of Science and Engineering,https://cse.umn.edu,"College of Science & Engineering, https://cse.umn.edu/","College of Science and Engineering, https://cse.umn.edu","College of Science and Engineering, https://cse.umn.edu",True,True,True,3,"College of Science and Engineering, https://cse.umn.edu",majority_valid_same,2 valid responses are identical
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,College of Science and Engineering,https://cse.umn.edu,"College of Science and Engineering, https://cse.umn.edu","College of Science and Engineering, https://cse.umn.edu","College of Science and Engineering, https://cse.umn.edu",True,True,True,3,"College of Science and Engineering, https://cse.umn.edu",all_valid_same,All 3 valid responses are identical
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,College of Science and Engineering,https://cse.umn.edu,"College of Science and Engineering, https://cse.umn.edu/","College of Science and Engineering, https://cse.umn.edu","College of Science and Engineering, https://cse.umn.edu",True,True,True,3,"College of Science and Engineering, https://cse.umn.edu",majority_valid_same,2 valid responses are identical
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,College of Science and Engineering,https://cse.umn.edu,"College of Science and Engineering, https://cse.umn.edu","College of Science and Engineering, https://cse.umn.edu","College of Science and Engineering, https://cse.umn.edu",True,True,True,3,"College of Science and Engineering, https://cse.umn.edu",all_valid_same,All 3 valid responses are identical
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,Arts & Sciences,https://www.wm.edu/as/,"Arts & Sciences, https://www.wm.edu/as/","Arts & Sciences, https://www.wm.edu/as/","Arts & Sciences, https://www.wm.edu/as/",True,True,True,3,"Arts & Sciences, https://www.wm.edu/as/",all_valid_same,All 3 valid responses are identical
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,Faculty of Arts & Sciences,https://www.wm.edu/as/,"The browsed pages (both and) show ""Arts & Sciences"" and ""Applied Science"". The title of both pages also explicitly states ""Arts & Sciences"". For example, ""Graduate Application for Applied Science | Applied Science | Arts & Sciences | William & Mary"". Under ""Departments & Programs"", ""Applied Science"" is listed under ""Arts & Sciences"".

Therefore, the school/college is ""Arts & Sciences"", and the homepage for ""Arts & Sciences"" at William & Mary needs to be found. The current URLs are for the Applied Science department within Arts & Sciences. I will look for a link to ""Arts & Sciences"" in the browsed content or perform a targeted search.

Looking at the breadcrumbs/navigation, it seems to be `William & Mary > Arts & Sciences > Applied Science`. So the direct link for ""Arts & Sciences"" should be within the `wm.edu` domain.

I will search for ""William & Mary Arts & Sciences homepage site:.edu"" to confirm the official homepage.","Faculty of Arts & Sciences, https://www.wm.edu/as/
","Arts & Sciences, https://www.wm.edu/as/",False,True,True,2,"Faculty of Arts & Sciences, https://www.wm.edu/as/
",all_valid_different,"All valid responses are different, randomly selected"
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,Arts & Sciences,https://www.wm.edu/as/,"Arts & Sciences, https://www.wm.edu/as/","Arts & Sciences, https://www.wm.edu/as/","Arts & Sciences, https://www.wm.edu/as/",True,True,True,3,"Arts & Sciences, https://www.wm.edu/as/",all_valid_same,All 3 valid responses are identical
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,Arts & Sciences,https://www.wm.edu/as/,"Arts & Sciences, https://www.wm.edu/as/","Arts & Sciences, https://www.wm.edu/as/","Arts & Sciences, https://www.wm.edu/as/",True,True,True,3,"Arts & Sciences, https://www.wm.edu/as/",all_valid_same,All 3 valid responses are identical
University of Connecticut,M.S.,Data Science,文理学院,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,The Graduate School,https://grad.uconn.edu,"The Graduate School, https://grad.uconn.edu",Not found,"The Graduate School, https://grad.uconn.edu",True,False,True,2,"The Graduate School, https://grad.uconn.edu",all_valid_same,All 2 valid responses are identical
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,College of Engineering and Applied Sciences,https://www.stonybrook.edu/ceas/,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/","College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/","College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",True,True,True,3,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",majority_valid_same,2 valid responses are identical
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ceas/,,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",,False,True,False,1,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",single_valid_response,Only one valid response
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,College of Engineering and Applied Sciences,https://www.stonybrook.edu/ceas/,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/","College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/","College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ce/",True,True,True,3,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",all_valid_different,"All valid responses are different, randomly selected"
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,College of Engineering and Applied Sciences,https://www.stonybrook.edu/ceas/,Not found,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",,False,True,False,1,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",single_valid_response,Only one valid response
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,College of Engineering,https://www.engr.ncsu.edu/,,"College of Engineering, https://www.engr.ncsu.edu/","College of Engineering, https://www.engr.ncsu.edu/",False,True,True,2,"College of Engineering, https://www.engr.ncsu.edu/",all_valid_same,All 2 valid responses are identical
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,Institute for Advanced Analytics,https://analytics.ncsu.edu/,"Institute for Advanced Analytics, https://analytics.ncsu.edu/","Institute for Advanced Analytics, https://analytics.ncsu.edu/","Institute for Advanced Analytics, https://analytics.ncsu.edu/",True,True,True,3,"Institute for Advanced Analytics, https://analytics.ncsu.edu/",all_valid_same,All 3 valid responses are identical
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,College of Information Sciences and Technology,https://ist.psu.edu,"The browse results clearly indicate that the ""MS Informatics"" program is housed within the ""Penn State College of Information Sciences and Technology"". The URL `https://ist.psu.edu` is the homepage for this college.","College of Information Sciences and Technology, https://ist.psu.edu","College of Information Sciences and Technology, https://ist.psu.edu",False,True,True,2,"College of Information Sciences and Technology, https://ist.psu.edu",all_valid_same,All 2 valid responses are identical
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,School of Science,https://science.rpi.edu,"School of Science, https://science.rpi.edu","School of Science, https://science.rpi.edu","School of Science, https://science.rpi.edu",True,True,True,3,"School of Science, https://science.rpi.edu",all_valid_same,All 3 valid responses are identical
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,School of Science,https://science.rpi.edu,"School of Science, https://science.rpi.edu","School of Science, https://science.rpi.edu","School of Science, https://science.rpi.edu",True,True,True,3,"School of Science, https://science.rpi.edu",all_valid_same,All 3 valid responses are identical
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,Broad College of Business,https://broad.msu.edu,"Broad College of Business, https://broad.msu.edu","Broad College of Business, https://broad.msu.edu","Broad College of Business, https://broad.msu.edu",True,True,True,3,"Broad College of Business, https://broad.msu.edu",all_valid_same,All 3 valid responses are identical
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,College of Natural Science,https://natsci.msu.edu,Not found,"College of Natural Science, https://natsci.msu.edu",,False,True,False,1,"College of Natural Science, https://natsci.msu.edu",single_valid_response,Only one valid response
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,Manning College of Information & Computer Sciences,https://www.cics.umass.edu/,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu/","Manning College of Information & Computer Sciences, https://www.cics.umass.edu/","Manning College of Information & Computer Sciences, https://www.cics.umass.edu",True,True,True,3,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu/",majority_valid_same,2 valid responses are identical
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,Manning College of Information & Computer Sciences,https://www.cics.umass.edu,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu","Manning College of Information & Computer Sciences, https://www.cics.umass.edu/","Manning College of Information & Computer Sciences, https://www.cics.umass.edu",True,True,True,3,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu",majority_valid_same,2 valid responses are identical
University of Miami,MS, Master of Science in Data Science,文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,College of Arts and Sciences,https://as.miami.edu,"College of Arts and Sciences, https://as.miami.edu/","College of Arts and Sciences, https://college.as.miami.edu/","College of Arts and Sciences, https://as.miami.edu",True,True,True,3,"College of Arts and Sciences, https://as.miami.edu",all_valid_different,"All valid responses are different, randomly selected"
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,College of Arts and Sciences,https://www.as.miami.edu/,"The Graduate School, https://grad.miami.edu/","College of Arts and Sciences, https://as.miami.edu/","College of Arts and Sciences, https://www.as.miami.edu/",True,True,True,3,"College of Arts and Sciences, https://www.as.miami.edu/",all_valid_different,"All valid responses are different, randomly selected"
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,School of Computing and Information,https://www.sci.pitt.edu,"School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu",True,True,True,3,"School of Computing and Information, https://www.sci.pitt.edu",all_valid_same,All 3 valid responses are identical
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,School of Computing and Information,https://www.sci.pitt.edu,"School of Computing and Information, https://www.sci.pitt.edu/","School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu",True,True,True,3,"School of Computing and Information, https://www.sci.pitt.edu",majority_valid_same,2 valid responses are identical
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,School of Computing and Information,https://www.sci.pitt.edu,"School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu",True,True,True,3,"School of Computing and Information, https://www.sci.pitt.edu",all_valid_same,All 3 valid responses are identical
University of Pittsburgh,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd,School of Computing and Information,https://www.sci.pitt.edu,"School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu","School of Computing and Information, https://www.sci.pitt.edu",True,True,True,3,"School of Computing and Information, https://www.sci.pitt.edu",all_valid_same,All 3 valid responses are identical
